gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,SeniorCitizen,PC1,PC2,Churn
0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,-1.866421798100687,-0.4719906022472278,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.0396602499920196,-0.7051920811041756,0
1,0,0,1,0,0,2,0,0,0,0,0,0,1,3,0,-1.5439141992801306,0.17946346543710887,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,0,3.7048385364793797,0.0325482101216555,0
0,1,1,1,2,1,2,0,0,0,2,0,0,0,2,0,0.7108924291339145,0.48380324664702595,0
0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,1,-1.1578824384798896,0.868334587743847,1
0,1,0,0,1,0,2,2,2,2,0,0,2,1,0,0,1.1456199643213452,-1.646784636709595,0
1,1,1,1,0,1,2,0,0,0,0,0,0,0,3,0,-0.4737813855176655,0.5230399607717429,0
1,1,0,1,2,1,0,0,0,0,2,2,1,1,1,0,1.6772107786491048,0.23541369811664278,0
1,1,1,1,2,1,0,2,0,0,2,2,0,1,0,0,1.044714853716265,0.6524781068589108,0
1,1,1,1,2,1,0,2,2,0,2,2,0,1,0,0,2.0280871380096306,0.399408523336813,1
1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,-1.766952276040422,-0.9239743796350763,0
0,0,0,1,0,1,0,0,2,0,2,2,0,1,2,1,-0.5037548512095829,1.1941027330956824,1
1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0,-1.3800215452481042,-1.2409607207180133,0
1,0,0,1,0,1,0,0,2,0,0,0,0,1,2,0,-0.87588594650917,0.7272026794004156,0
1,1,0,1,2,1,0,2,2,0,0,0,0,0,2,0,0.11864373048655609,0.5724427565838855,0
0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,0,2.8633292712241634,-0.5451751828597283,0
0,0,0,1,0,1,0,0,0,2,2,0,0,0,2,0,0.4849308327051518,0.4144712162177145,1
0,1,0,0,1,0,2,2,2,0,0,2,1,1,1,1,-0.34319050973368204,-0.5775954550597806,0
1,0,0,1,2,1,0,2,2,0,2,2,0,0,3,0,-0.5012866687152278,1.7858506606845306,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1,-1.33801598960526,-1.2458766534819754,0
1,0,0,1,0,0,2,2,0,0,2,2,1,1,1,0,1.7540294868934327,-0.7199255692296678,0
1,1,1,0,1,0,2,2,2,0,0,0,0,0,0,0,-0.39850010720435547,-1.005553423219531,1
0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,0,-0.21818032986892572,-2.1733464440244012,0
1,0,0,1,0,1,2,0,0,0,0,0,0,1,2,0,-0.7077191311508949,0.5827571736758946,1
0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,0,-1.454169072975158,-0.4591837445679648,0
0,0,0,1,2,1,0,2,2,0,2,2,0,1,0,0,1.2268663869869514,0.7003613141143643,1
1,0,0,1,2,2,1,1,1,1,1,1,2,1,1,1,0.3256100299212843,-2.2578573106316835,0
1,0,0,1,2,1,2,0,2,0,0,0,0,1,2,0,-0.06844980042555297,0.6913615941028045,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.0494126313174994,-0.7225951410361354,1
0,1,0,1,2,0,0,0,0,2,2,2,0,1,1,0,-0.1499359329974257,0.27793537769079396,0
0,1,0,1,2,1,2,0,2,2,2,2,1,1,3,1,1.8894701378622394,0.7326257455866021,1
1,0,0,1,2,1,0,2,2,0,2,0,1,1,1,0,1.6049946710149368,0.255308398801473,0
1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.7896273734465558,-0.8889074777925547,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,0,-1.3371530270355925,-1.2647070360277517,0
0,0,0,1,2,1,0,0,0,2,2,2,0,1,1,1,-0.32073613947359336,1.4205785171025087,0
0,1,1,1,2,1,0,0,0,0,0,2,0,0,2,0,-0.5133032158133493,0.9644808839243072,0
1,1,1,1,0,0,2,0,2,2,0,2,2,1,1,0,2.0045344229181112,-1.0370918773673201,0
0,1,1,0,1,0,0,2,0,0,0,0,0,1,2,0,-1.732073743807203,-0.5034539175320774,0
1,1,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0.9526125077771508,0.092960736987729,1
1,1,1,1,2,0,2,2,2,2,0,0,2,0,1,0,1.4695097742751744,-0.687716825353024,0
0,0,0,1,0,0,0,0,2,0,2,2,1,1,2,0,-1.135808846681993,0.6859253618857375,0
1,1,1,1,0,2,1,1,1,1,1,1,2,1,1,0,-0.042936036341732535,-2.28838045351788,0
0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,-1.4603758450194186,-0.6854037718967853,0
1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,0,-2.0396602499920196,-0.7051920811041756,0
1,1,1,1,0,1,2,2,2,2,2,0,2,0,1,0,3.15651931630088,-0.2765423546792744,0
1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,-1.1887119370927361,0.12123271260055701,0
1,0,0,1,0,1,0,2,0,2,2,0,1,1,0,0,0.5109355525504614,0.6403208403212745,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,0,0.24504994229797172,-2.2664717454627694,0
1,0,0,1,2,1,2,2,2,2,2,2,1,1,0,0,3.52969168105811,0.3175577968802839,1
1,1,1,1,2,0,2,2,2,2,2,2,2,1,1,0,2.2946365346361444,-0.34117875460838226,0
1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0,-0.8571017207892121,0.9415469266081964,1
0,0,0,1,2,0,2,2,2,2,2,0,0,1,1,0,0.6861775938979334,0.055678073021582064,0
0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,0,2.4708788276930176,0.5292111480728152,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,-1.240013583063472,-0.2681805379743952,1
0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0.053141221488402654,-2.3505671078139834,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,-1.0620561679191964,0.8148067869242106,1
1,1,0,1,2,1,0,2,2,0,0,0,0,1,2,0,-0.3677285718793676,0.7638109782471084,0
0,0,0,0,1,0,2,2,2,2,0,0,1,0,1,0,0.6291369415271867,-1.5035643056479933,0
1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,0,-0.7702331429248694,1.1942546015301372,1
0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,0,-0.8953808411357259,1.3367669509124285,1
0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,1,-1.5846950121096481,-0.6474912793627474,1
1,0,1,1,0,0,0,2,0,2,0,0,0,1,0,0,-0.5522694605176011,-0.24031468496259034,0
1,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.2221764489040439,-1.3107205135663365,0
0,1,0,1,2,0,2,2,2,2,0,2,2,0,0,1,2.367177287124438,-0.8683456499652176,0
1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,1.065673707983049,-1.4463139157370641,0
1,1,1,1,2,1,0,2,2,2,2,2,0,1,2,0,1.3785901486234553,0.9701285888943006,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,-1.6316856312094488,0.022835926049471406,1
1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,-0.6752160096022909,0.5526069276551583,0
1,0,0,0,1,0,2,2,0,0,0,2,0,1,0,0,-0.6874028401989587,-0.6129500033396073,0
0,0,0,0,1,0,0,0,2,2,0,0,0,1,2,0,-1.2028405726197713,-0.6820615778628967,0
1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,-1.8146840267454383,-0.47509605526074705,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,2,0,-0.006485450142825502,-2.2574123718682344,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0,-1.7050993450765368,-0.9620174739704457,0
0,1,0,1,2,1,0,0,0,0,2,0,0,1,1,1,0.5691053289926665,0.3890220905783513,1
1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1,-0.5865377546805922,0.9657981713450604,1
1,1,1,1,2,0,0,2,2,0,2,2,1,1,2,1,1.4233999341169767,-0.27575321157796007,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,0,-1.5514556937366342,-1.08818285720064,0
1,0,0,0,1,0,0,0,0,0,2,2,1,1,2,1,1.048878354122493,-1.6875329707677182,1
0,0,1,1,2,1,2,0,0,2,0,0,0,1,3,0,-0.320711576048957,0.8619776000290534,0
0,1,1,1,0,0,2,2,0,2,0,0,1,1,3,0,-0.6365204468976959,0.062104238829580286,0
1,0,0,0,1,0,2,0,2,2,2,2,2,1,0,0,0.5924523180330945,-0.6737051503172203,0
1,1,0,1,0,1,0,2,2,0,2,2,0,1,2,1,-0.1313461557884005,1.230344629526126,1
1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,-0.2129187000027627,0.5220836288425816,0
0,0,0,1,0,0,2,2,0,2,0,2,2,0,3,0,-1.1196406034297215,0.7196205757917529,0
1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.16605465849723003,-2.135128834952514,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,1,-0.9109619335787252,-1.5800020788532154,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,2,0,-1.879108361726222,-0.873661553634172,1
0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0.4485417931962831,-0.813427139700673,0
0,0,1,1,2,1,2,0,0,0,0,0,0,1,2,0,-0.5706352371307795,0.6944980759880746,1
1,1,0,1,0,2,1,1,1,1,1,1,1,0,0,0,-1.7761612351605414,-0.9352123906233681,0
1,0,0,1,0,1,0,0,2,0,0,0,0,1,2,0,-0.7788630570853496,0.6407638706726208,0
1,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,-0.5964662537262947,-0.38335478363987874,0
0,1,0,1,2,1,0,2,0,0,2,0,0,1,2,0,-0.7208054470155092,1.287418496846989,1
0,0,0,1,2,1,2,2,0,0,0,0,0,0,3,0,1.2591381820960403,-0.03036798761265118,0
0,0,0,1,0,1,2,2,0,2,2,0,2,1,0,1,2.607804259108218,-0.36632276142578046,0
0,1,1,1,2,0,0,2,0,2,2,2,0,0,1,0,-0.4174830377923799,0.7018816031531342,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-0.7594357971676827,-1.7363412587074964,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.8192487654856055,-0.927031918904398,0
0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,0,-1.0359776719113925,1.085872836893343,1
0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,0,2.6664614246375176,0.34988877580111016,0
1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.0412856468795995,-0.7080925910928356,1
1,1,0,1,2,1,0,2,2,2,2,2,2,1,2,1,3.392928474491515,0.0348622450238244,0
0,1,1,1,2,1,2,0,2,2,2,2,2,0,2,0,3.1934447838171947,0.11957787341250163,0
1,1,0,1,2,1,2,0,2,2,0,0,2,1,1,0,1.7625608587145771,0.013942508314616698,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,-1.9519333651844883,-0.7771726613767214,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,0,-2.061603107974349,-0.7443489659510849,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-1.624371345215339,0.0358882209984413,1
1,1,0,1,2,1,2,2,2,0,0,2,2,1,2,0,3.2295528422005266,-0.33865425152132916,0
0,0,0,0,1,0,2,2,2,2,2,0,1,1,2,0,0.6461951579334159,-1.040736670808664,0
1,0,1,0,1,0,2,2,2,2,2,2,2,0,1,0,1.878616588152946,-1.153548600404539,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,-1.1882167837913544,0.7031566867998293,1
1,0,0,1,2,1,2,2,2,2,2,2,2,0,0,1,3.592809117940211,0.06944491959309866,0
1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,-1.6227459483277589,0.03878873098710129,1
0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,0,0.16593694689158345,-2.1449169818599123,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-1.5049161632260888,-1.1124227711088162,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,-1.178919245880514,0.723739962592897,1
0,0,0,1,2,0,0,0,0,2,2,2,1,0,3,0,-0.6496110421730434,0.5725570610249824,1
0,0,0,1,0,0,0,0,2,2,0,2,2,0,1,0,0.5458337876123128,-0.40992380067435774,0
1,0,1,1,2,0,0,2,0,2,2,2,1,1,3,0,0.4283430431283607,0.22475178760414435,1
1,1,0,1,0,0,2,2,0,0,0,0,1,1,1,0,1.3234343220136109,-1.442906629330424,0
0,1,1,1,0,1,2,2,2,0,0,0,1,0,0,0,2.319826024023503,-0.5662096180328937,0
1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.49435399019390647,-1.91033594670993,0
1,0,0,1,2,2,1,1,1,1,1,1,1,0,1,0,0.09090702966915806,-2.098864013819213,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.2836960669240054,-1.2633650609994203,0
0,1,0,1,2,1,0,0,2,2,2,2,0,1,1,0,2.4622650024870847,0.13011164094223848,1
1,1,0,1,0,1,2,0,2,2,2,2,1,1,0,1,2.228578770245855,0.3520814600368399,0
1,0,0,0,1,0,0,2,2,0,0,0,0,0,2,1,-0.49604747603168375,-1.1031639263630804,0
0,0,0,1,2,2,1,1,1,1,1,1,1,0,2,0,-1.883241264305219,-0.6694442071803468,0
0,0,0,1,2,1,0,0,2,0,0,2,0,1,0,1,2.2798228887280643,-0.3329488181945825,0
1,1,0,1,0,1,0,2,0,0,2,2,1,1,0,0,1.9028772475512725,0.05818902044685291,1
0,1,1,1,0,1,0,2,0,0,2,0,0,1,2,0,0.6006056050168023,0.38946519999037355,0
0,0,0,1,0,1,0,0,0,2,2,2,1,1,0,0,0.6575967404014276,0.6797677220224223,0
0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,0,-0.29293981675778136,1.166393549161727,1
0,1,1,0,1,0,2,2,2,2,0,0,2,0,0,0,0.9964769599534029,-1.6297547673992019,0
0,1,1,0,1,0,0,2,2,2,2,0,2,0,1,0,0.9187365403768656,-1.3038954550885233,0
0,0,0,1,2,1,0,0,2,0,2,2,0,0,1,0,-0.32107864509266393,1.3433801806346521,1
0,1,0,1,0,0,0,0,0,2,0,0,0,1,3,0,-0.8698061116333705,-0.2558630661304707,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,0,-0.29539747219388207,-2.0645228271701104,0
0,0,0,1,2,1,2,0,0,0,2,2,0,1,2,1,1.1350683405902822,0.6628947947971323,0
1,0,1,1,0,0,2,2,2,2,0,2,2,0,0,0,-0.5120187905701764,0.5789136962146194,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.27507361806567293,-2.046981661851335,0
0,0,0,1,0,0,2,2,0,0,2,2,0,1,2,0,-0.7655366518473242,0.6654840187226889,1
0,1,0,1,2,1,2,0,0,0,0,0,0,1,2,1,1.2621152474386086,-0.33901376729239646,1
1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.156092554071262,-1.4265768859567831,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,-1.4073949659828626,0.13523198350880944,1
0,0,0,1,0,1,2,2,0,0,0,0,0,0,2,1,-0.4715267444198909,0.6592433026301449,0
0,1,0,1,0,1,2,0,0,0,2,2,0,1,2,1,0.40118332350960345,0.8728707508936714,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-0.47621903044848785,0.3501645942916408,0
1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,-1.2852857322921043,-0.02797315807822239,0
1,1,0,1,2,0,2,0,2,2,0,2,2,0,1,0,1.755746948912495,-0.6678645738483062,0
0,1,1,1,2,1,2,2,2,2,0,2,2,0,1,0,3.4341794257631517,-0.10728618251122136,0
1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,-1.5715459463689903,0.1301547956298896,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0,-1.454092401646765,-1.1614591337940854,0
0,1,1,1,2,0,2,0,2,2,2,2,2,1,1,0,2.6170759992563988,-0.6695767966327438,0
1,0,0,1,2,1,0,2,0,0,0,0,1,1,1,0,2.312465377778616,-0.8227330116178913,0
0,1,1,1,2,1,2,2,2,2,2,2,2,0,1,0,3.903984860427866,0.14300987168366625,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0.42009735919043373,-0.1752246795379289,0
1,1,1,1,0,0,2,2,2,0,2,2,2,1,1,0,2.319997292497539,-0.7698942893325712,0
0,1,1,1,2,1,0,0,2,0,0,2,1,1,2,0,1.6925315693183056,-0.0023259978987585153,0
0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.028075435868822225,0.05492179938775126,0
0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.2472792672967876,0.7088065383675497,1
0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.8658073887492044,-1.659466750717247,0
0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,-1.2831503581355075,-0.03293886464843292,0
0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,1,-0.6003254820783179,0.5541860369014112,1
0,0,0,0,1,0,0,0,2,2,0,0,0,0,3,0,-1.784472938641965,-0.2498120128845638,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,1,-1.5441200621740263,-1.070454844858042,0
0,1,0,1,0,1,0,2,0,0,2,2,0,1,0,0,-0.04269694799148401,1.0553111104585178,0
1,0,0,1,0,0,2,0,0,0,0,0,0,1,3,0,-1.5431015008363407,0.18091372043143877,0
0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,-0.14869416670515195,0.3643699759396045,0
0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1,0.002042827691726659,1.096081344727913,1
0,1,1,1,2,1,2,2,0,0,2,2,0,1,2,0,1.838081629168354,0.5632131777160365,0
0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.1483829004086432,0.675139816279347,0
0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,0,0.006311312475382511,1.2398115541087593,0
0,1,0,1,2,1,0,0,2,2,2,2,0,1,0,0,0.6810053757645991,1.1033899377636915,1
0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,1,-0.970149097964404,1.203343491434071,1
1,1,0,1,0,2,1,1,1,1,1,1,1,0,0,0,-0.6311148146531526,-1.8028633540265466,0
1,1,0,1,2,1,0,0,2,0,0,0,0,1,0,1,-0.8901690633298199,0.9241597017400147,1
0,1,0,1,0,0,2,2,2,2,2,2,1,1,0,0,2.5551676446141043,-0.6760205269572749,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,-1.903619125857889,-0.6206504256376569,1
0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.233463393752358,0.733460873271159,1
1,1,1,1,2,0,0,0,2,2,2,0,1,1,2,0,1.0006139851211446,-0.5291569828330503,0
1,0,0,1,0,2,1,1,1,1,1,1,0,1,2,0,-1.9550364131919342,-0.7751959012107241,0
0,0,0,1,0,1,2,2,0,2,2,2,0,1,1,1,1.7969194601197565,0.7014031490981651,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,-1.8912425780987772,-0.8384524330831811,0
0,0,0,1,2,0,0,2,0,2,0,2,0,0,1,0,0.4412314554702822,-0.26622743059453596,0
1,1,0,1,2,1,0,0,2,0,0,0,1,1,0,1,0.6305946022117084,0.1864498707936692,0
1,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1.1671487222715566,-0.08735058003026057,0
1,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0,-1.659865338409432,-0.7605867981019819,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,1,0,0.0645681496043353,-2.069542602111687,0
0,0,0,1,2,1,2,2,0,0,2,2,0,0,2,0,1.0144760591969308,0.922586777374328,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.02828247177896,-0.6848885111835562,0
0,1,0,1,2,1,0,2,2,2,2,2,1,1,2,0,3.6010077556083995,-0.0735746101918057,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,-1.625996742102919,0.032987711009781304,1
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.0510380282050793,-0.7254956510247953,0
0,1,0,1,2,1,2,0,0,0,0,0,0,0,2,1,1.2148749922710087,-0.1656015128950472,1
0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,1,3.343160149607173,-0.12385146610649626,0
1,0,1,1,0,0,0,2,2,0,2,0,1,0,1,0,-0.03588560324675452,-0.1595861604710228,0
1,1,0,1,0,0,2,2,2,2,2,2,2,1,0,0,2.5758389276153895,-0.6382521972798908,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.1437055562453804,0.6838680828360756,0
0,1,0,1,0,0,0,2,2,0,0,0,0,1,3,0,-0.618685231381061,-0.23055706350086377,0
1,0,0,1,2,0,2,2,0,2,0,0,2,1,0,1,1.5844397558574197,-1.0989400358368904,0
0,1,0,1,2,1,2,2,2,2,0,0,1,1,2,1,2.235645156899033,-0.11004341273843622,0
1,1,0,1,2,1,2,2,2,2,2,2,2,1,0,1,3.7997308144240933,0.11180136270959833,0
1,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0,-1.632279371923287,-0.8564035762154654,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.6463142031976683,-0.0032686638484680716,1
1,1,1,1,2,1,2,2,2,0,0,0,0,1,2,0,2.468502011424159,-0.3092408464209588,0
1,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,-0.8777801907510243,-0.19782037373044703,1
1,1,1,1,2,0,2,2,0,0,0,2,0,0,3,0,-0.6557571774608576,0.3830255116044765,0
1,1,0,1,0,0,0,2,2,2,2,0,1,1,2,0,0.8151745126961725,-0.34642446034992136,0
1,1,0,0,1,0,0,0,0,0,2,2,1,1,1,0,0.5739030419362164,-1.3969644525353508,0
1,0,0,1,2,1,2,2,0,0,0,2,0,1,1,0,0.668728111249514,0.67515195690419,0
0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,0,-1.367417736358189,-1.2426554092393172,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,-0.42596993667653915,0.47679561843916296,0
0,1,1,1,0,0,2,0,0,2,0,0,1,0,0,0,-0.9948848170185186,-0.021252381409595,0
0,0,0,1,0,0,0,0,2,0,0,0,1,1,3,0,0.011367759140796779,-0.8058236876568695,0
0,1,1,1,2,0,0,0,2,2,2,2,1,1,2,0,0.4555113009092881,0.17265799048453997,0
0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0.06602188489736505,-0.8740894250883188,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0,-0.7008444462123545,0.6715534367767373,0
0,1,1,1,2,1,0,2,2,0,2,2,1,1,1,0,2.887793612447051,-0.07252205135784742,1
0,1,0,1,0,1,0,0,0,2,0,2,0,0,1,0,0.28857807854704576,0.5424326802884479,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,2,0,3.7971542195256616,0.09499298686800958,0
1,0,0,1,0,2,1,1,1,1,1,1,2,1,1,0,0.08507923191361198,-2.368165136578087,0
0,1,1,0,1,0,0,2,0,2,0,0,0,0,2,0,-1.673385151440075,-0.3943804071549592,0
0,0,0,0,1,0,2,2,2,0,2,2,1,0,2,0,-0.333077398015354,-0.1295246753325705,0
0,1,0,1,2,1,2,0,2,0,2,2,1,1,0,1,1.7248106171203395,0.6386283815693797,0
0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,0,-0.5581025708069063,-1.8728654265836866,0
0,1,1,1,0,0,2,2,2,2,2,2,2,0,1,0,2.6806927096343225,-0.616481502847806,0
1,1,1,1,0,1,0,2,0,2,0,0,0,0,2,0,1.522649339831277,-0.39294990860465945,0
0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,0,-0.9181425864828753,0.9552604341741626,0
1,1,0,1,2,0,0,2,0,0,0,2,1,0,0,1,1.3226318149645773,-0.9620821778030197,0
1,1,1,1,0,1,0,2,2,2,2,2,1,1,2,0,3.3082269989724287,-0.09181495299614298,0
1,1,1,1,2,1,2,2,2,2,2,2,2,0,3,0,2.841163691554002,0.5471196531038669,0
0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,0,-0.3556462178025632,1.4096771802669794,1
1,1,1,1,2,1,2,0,2,0,2,2,2,1,0,0,3.3683763804140874,-0.15770051562811918,0
